,Has Author,Has Capture,Has Download Size,Has Download URL,Has Downloads,Has License,Has Logo,Has Name,Has Num Votes,Has OS,Has OS Details,Has Price,Has Project,Has Score Votes,Has Status,Has Summary,Has Topic,Has URL,Has Version,Has Warning,Has Warning Type,Supports ODF,Is Hosted in SC,Data de creació,Categories
Rebost:LinCity-NG,Diversos,Fitxer:Lincity-NG.png,"42,456,911,41,504,640","https://bintray.com/artifact/download/lincityng/LinCity-NG/LinCity-NG_2_0.exe,https://bintray.com/artifact/download/lincityng/LinCity-NG/LinCityNG-2.0.dmg","6,091",Programari lliure (GPL),Fitxer:Lincity-ng.png,LinCity-NG,151,"Windows,OSX",,,,3689,Estable,"El '''LinCity-NG''' és un simulador de construcció de ciutats influït per la popular saga SimCity. El joc consisteix en construir i administrar una ciutat amb l'objectiu d'aconseguir un desenvolupament sostenible des del punt de vista mediambiental, econòmic i social o, en cas que això no sigui possible, evacuar tota la població en coets espacials.

Es tenen en compte aspectes molt diversos com l'atur, la contaminació, la…",Jocs,https://code.google.com/p/lincity-ng/,2.0,,,,fals,5 febrer 2009 19:52:15,
Rebost:Linkat,Comunitat Ubuntu/ Linkat,Fitxer:Rebost Linkat2.png,"2,135,949,312,2,274,361,344","https://www.softcatala.org/pub/linkat/14.04/Linkat-edu-14.04.1-i386.iso,https://www.softcatala.org/pub/linkat/14.04/Linkat-edu-14.04.1-amd64.iso","2,236",Diverses (Programari lliure i no lliure),Fitxer:Logo Linkat.png,Linkat,80,"Linux32,Linux64",,,,2713,Estable,"La distribució de GNU/Linux '''Linkat''' és impulsada pel Departament d'Educació de la Generalitat de Catalunya. Està basada en la distribució EduUbuntu, s'adreça al sector d'ensenyament i es troba completament en català. Ha estat distribuïda a tots els centres educatius de Catalunya i a molts d'ells s'utilitza normalment.

Entre el programari inclòs cal destacar el programari educatiu adreçat a professors i alumnes, el LibreOffice, el Firefox, el…",Sistemes operatius,http://linkat.xtec.cat/,14.04,,,,fals,31 juliol 2008 22:11:35,
Rebost:Linux Mint,Linux Mint,Fitxer:Rebost Linux Mint.png,"867,000,000",http://www.linuxmint.com/edition.php?id,897,Programari lliure,Fitxer:Logo Linux Mint.png,Linux Mint,40,Linux,,,,2.5,Estable,"El '''Linux Mint''' és una distribució GNU/Linux que té per objectiu produir un sistema operatiu modern, elegant i confortable alhora que potent i fàcil d'utilitzar.

Iniciat el 2006, el Linux Mint és un dels sistemes operatius més utilitzat en entorns domèstics i amb un ràpid creixement.

Entre les seves característiques, destaquen:
Per defecte té habilitat el suport multimèdia complet i és extremadament fàcil d'utilitzar.
És, alhora…",Sistemes operatius,http://www.linuxmint.com,16,,,,fals,17 novembre 2010 14:31:53,
Rebost:LliureX,Generalitat Valenciana,Fitxer:LLiurex 13 06.png,"2,400,000,000,2,621,440,000","http://releases.lliurex.net/isos/13.06/releases/lliurex-escriptori_1306_20130730.iso,http://releases.lliurex.net/isos/13.06_64bits/releases/lliurex-escriptori-amd64_1306_20130715.iso",364,Programari lliure,Fitxer:Logo LliureX.png,LliureX,52,"Linux32,Linux64",,,,2327,Estable,"La distribució de GNU/Linux '''LliureX''' és impulsada per la Conselleria d'Educació de la Generalitat Valenciana. 

Existeixen versions diverses per a aules d'ensenyament, escriptori general, servidor i pimes. Us oferim la descàrrega de la versió d'escriptori, si voleu baixar alguna de les altres versions, visiteu la  Lliurex.

S'adreça al sector d'ensenyament i es troba completament en català. Ha estat distribuïda a tots els centres educatius del País…",Sistemes operatius,http://mestreacasa.gva.es/web/lliurex/,13.06,,,,fals,26 desembre 2008 11:06:57,
Rebost:Mapa català per a l'OsmAnd,KonfrareAlbert,Fitxer:Territori-parla-catalana.png,,"https://gent.softcatala.org/albert/mapa/Territori-catala-2016-03-14.obf,https://gent.softcatala.org/albert/mapa/Territori-catala-2016-03-21.obf",444,,Fitxer:OpenStreetMap logo-catala.png,Mapa català per a l'OsmAnd,9,Mobile,"Mapa per a l'OsmAnd (per Android, iOS i Blackberry)",,Projectes/Mapes en català,5,Estable,"Mapa per a l''''OsmAnd''' creat a partir de les dades d''''OpenStreetMap'''.
Drets d'autor de les dades: © Col·laboradors d' OpenStreetMap

El mapa inclou els territoris de parla catalana: Catalunya, País Valencià, Illes Balears, Andorra, Franja de Ponent i Catalunya Nord.
Aquest mapa s'actualitza setmanalment.

Per utilitzar-lo cal tenir l'OsmAnd instal·lat, baixar el mapa i moure'l a la carpeta '''/osmand''' del vostre dispositiu mòbil (o la que…",Utilitats,,"DARRERA,ANTERIOR",,,,fals,6 juny 2015 14:56:14,
Rebost:Marble,KDE,Fitxer:Rebost Marble.png,"25,200,000,25,000,000","http://www.softcatala.org/wiki/Rebost:KDE,http://www.kde.org/download/","2,283",Programari lliure (LGPL),Fitxer:Logo Marble.png,Marble,62,"Windows,Linux",,,,2339,Estable,"El '''Marble''' és un globus virtual i un atles mundial que podeu utilitzar per a aprendre més coses sobre la Terra: podeu viatjar pel planeta i observar llocs i carreteres. Un clic del ratolí a l'etiqueta d'un lloc us proporcionarà l'article corresponent a la Viquipèdia.

També és possible mesurar les distàncies entre dues localitats o mirar l'estat actual dels núvols. El Marble us ofereix uns mapes…",Educació/Ciència,http://edu.kde.org/marble/,0.6.1,,,,fals,5 febrer 2009 19:17:25,
Rebost:MatesWinGeometriaCat,Juan V. Peña,,"64,972,256",http://xn--jvpea-rta.net//catala/MatesWinGeometriaCat.exe,422,Programari gratuït,Fitxer:MateswinGe3Cat.png,MatesWinGeometriaCat,267,Windows,,,,4734,Estable,"'''MatesWinGeometriaCat''' són uns programes educatius gratuïts, que permeten treballar els apartats indicats, corresponents als '''6 Nivells''' d''''Educació Primària'''.

Cada '''Apartat''' té '''4 Tipus d'exercicis''' i cadascun d'ells '''9 Graus de dificultat'''.

Inclouen els següents apartats, tipus d'exercicis;

'''1r NIVELL'''
'''Unitats de temps'''.- Reconèixer l'hora, Escriure l'hora, Equivalències i Unitats de Mesura.
'''Simetries, translacions ...'''.- Simetries, girs ..., Series de figures, Figures girades i Figures simètriques…",Educació/Ciència,http://www.jvpe%C3%B1a.net,1.1.1,,,,fals,12 febrer 2012 18:49:23,
Rebost:MatesWinLogicaCat,Juan V. Peña,Fitxer:Logica5.png,"38,592,345",http://xn--jvpea-rta.net//catala/MatesWinLogicaCat.exe,305,Programari gratuït,Fitxer:Mateswinlogica.png,MatesWinLogicaCat,268,Windows,,,,4321,Estable,"'''MatesWinLogicaCat''' és un programa educatiu lliure, que permet treballar el raonament lògic, corresponent als '''6 Nivells''' d''''Educació Primària'''. 

Cada '''Apartat''' té '''9 Graus de dificultat'''.

''Els coneixements s’introdueixen gradualment'': 
'''Series Gràfiques i Numèriques''', '''Conceptes ...''', en 1r.
'''Doble ...''', '''Aproximació''', '''Interpretar símbols ...''', a partir de 2n .
'''Discriminar''', '''Completar ...''', a partir de 3r.
En 4t, '''Càlcul mental''', '''Sudokus ...'''  
A partir de 5è, '''Càlcul aproximat…",Educació/Ciència,http://www.jvpe%C3%B1a.net,1.1.1,,,,fals,17 abril 2012 18:02:00,
Rebost:MatesWinOperacionsCat,Juan V. Peña,,"58,379,920",http://xn--jvpea-rta.net//catala/MatesWinOperacionsCat.exe,374,Programari gratuït,Fitxer:MatesWinOperacions.png,MatesWinOperacionsCat,270,Windows,,,,4678,Estable,"'''MatesWinOperacionsCat''' són uns programes educatius gratuïts, que permeten treballar tot tipus d'operacions, corresponents als '''6 Nivells''' d''''Educació Primària'''.

Cada '''Apartat''' té '''4 Tipus d'exercicis''' i cadascun d'ells '''9 Graus de dificultat'''.
	
Els coneixements s’introdueixen gradualment:
'''Suma i Resta ...''', a 1r
'''Multiplicació ...''', a 2n
'''Divisió i Fraccions ...''', a partir de 3r
En 4t, ''' Nombres romans, Multiplicacions i Divisions per la unitat seguida de…",Educació/Ciència,http://www.jvpe%C3%B1a.net,1.1.1,,,,fals,19 febrer 2012 19:47:06,
Rebost:Maxigramar Pro per a l'OpenOffice.org,Maxigramar,Fitxer:Maxigrammar.gif,"2,644,992",http://www.maxigramar.com/download/MaxigramarPro_2007_open.exe,"2,947",Demostració comercial,Fitxer:Rebost-mx open.jpg,Maxigramar Pro per a l'OpenOffice.org,83,Windows,,,,2289,Estable,"El '''Maxigramar Pro per a l'OpenOffice 2.x i 3.x''' és un corrector ortogràfic i gramatical per als processadors de textos d'aquests paquets ofimàtics, en les seves versions per Windows XP, 2003, Vista i 7. Conté un diccionari amb més de 140.000 termes i 6.000 verbs  conjugats (aprox. 15 milions de formes verbals).

Entre les seves característiques hi ha:
Corregeix directament sobre l'editor…",Llengua,http://www.maxigramar.com/,7.0.0.1,,,,fals,24 juliol 2008 09:39:41,
Rebost:Maxigramar Pro per al Microsoft Office,Maxigramar,Fitxer:Maxigrammar.gif,"4,343,808",http://www.maxigramar.com/download/MaxigramarProfessional_15.exe,"9,465",Demostració comercial,Fitxer:Mx word 2007.jpg,Maxigramar Pro per al Microsoft Office,141,Windows,,,,2.61,Estable,"El '''Maxigramar Pro per Microsoft Word''' és un corrector ortogràfic i gramatical per al Microsoft Office 2003, 2007, 2010, 2013 i 365. Conté un diccionari amb més de 140.000 termes i 8.400 verbs  conjugats (aproximadament 15 milions de formes verbals).

Entre les seves característiques, hi ha les següents:
Corregeix directament sobre l'editor, respectant el format, les fonts, etc. del document.Correcció ortogràfica i gramatical…",Llengua,http://www.maxigramar.com/,15,,,,fals,18 març 2008 20:54:03,
Rebost:Maxthon,Maxthon International Limited,Fitxer:Maxthon31-captura.jpg,"24,000,000",http://dl.maxthon.com/mx3/mx3.3.8.2000.exe,"1,994",Programari gratuït,Fitxer:Maxthon Logo.png,Maxthon,40,Windows,,,,3,Estable,"El '''Maxthon 3''' és la tercera generació del navegador web per a Windows creat el 2003, amb una total compatibilitat, i afegint una gran quantitat d'eines web addicionals, com sincronització amb diversos equips, la més alta compatibilitat amb HTML5, mode lectura de texts, descàrrega de vídeos, etc. 

Es tracta del cinquè navegador més utilitzat per al Windows, però que desafia en qualitat a qualsevol dels quatre…",Internet Navegadors,http://www.maxthon.com,3.3,,,,fals,26 maig 2011 05:01:02,
Rebost:Mecanog,Jordi March i Nogué,Fitxer:Rebost-mecano.jpg,"3,365,927",http://downloads.sourceforge.net/mecanog/Mecanog_20_InstCAT.exe,"7,303",Programari lliure (GPL),Fitxer:Logo Mecanografia.gif,Mecanog,170,Windows,,,,3329,Estable,"El '''Mecanog''' és un programa per a facilitar l'aprenentatge de mecanografia amb ordinador. 

Entre les seves característiques, destaquen:
Totalment adaptat per a persones amb dificultat visual moderada (podent-se augmentar la mida de les lletres) o fonda o amb ceguesa (persones que precisen un lector de pantalla). 
Teclat virtual (amb detecció automàtica entre els 120 que hi han enregistrats) amb diversos ajustaments. Presentació de mans virtuals per…",Educació/Ciència,http://mecanog.sourceforge.net/indexCAT.htm,1.9.9.15,,,,fals,18 març 2008 20:50:13,
Rebost:Memòria de traducció de Softcatalà,Softcatalà,,"30,840,565",https://www.softcatala.org/recursos/memories.html,"5,615",Programari lliure,Fitxer:Softcatala Marca.png,Memòria de traducció de Softcatalà,120,"Windows,Linux,OSX",,,,2842,Estable,"Una memòria de traducció és una base de dades que conté el text original d'un programa i la seva traducció a una llengua diferent a l'original, en aquest cas el parell anglès - català.

La '''Memòria de traducció de Softcatalà''' conté les traduccions dels principals programes que Softcatalà ha traduït, s'hi inclouen: LibreOffice, Gnome (inclosos el GIMP i l'Inkscape), els programes de la fundació Mozilla (inclosos…",Llengua,http://www.softcatala.org,Actualitzada mensualment,,,,fals,18 març 2008 20:58:21,
Rebost:Metapad,Alexander Davidson,Fitxer:Rebost-metapad.jpg,"46,777",http://liquidninja.com/metapad/downloads/metapad351.zip,"1,167",Programari gratuït,Fitxer:Logo Metapad.png,Metapad,54,Windows,,,,2278,Estable,"El Metapad és un petit i ràpid editor de textos, totalment gratuït, amb  característiques similars a les del Bloc de notes de Microsoft, però amb  moltes (i força útils) funcions addicionals. Ha estat dissenyat per  reemplaçar completament el Bloc de notes, atès que n'inclou totes les  funcions i moltes més.

Algunes de les seves funcions són: col·locació persistent de finestres,  avís de fitxers ""bruts"", Cerca i…",Utilitats,http://liquidninja.com/metapad/,3.51,,,,fals,18 març 2008 20:50:38,
Rebost:Microsoft Outlook Hotmail Connector,Microsoft,,"3,323,504",http://www.microsoft.com/downloads/details.aspx?familyid,"3,9",Programari gratuït,,Microsoft Outlook Hotmail Connector,15,Windows,,,,2067,Estable,"Amb el Microsoft Outlook Hotmail Connector de 32 bits, podeu utilitzar el Microsoft Office Outlook 2003, el Microsoft Office Outlook 2007 o el Microsoft Outlook 2010 per obtenir accés i administrar gratuïtament els vostres comptes del Microsoft Windows Live Hotmail o del Microsoft Office Live Mail, inclosos els missatges de correu electrònic, els contactes i els calendaris. 

L'Outlook Hotmail Connector us permet utilitzar els vostres comptes…",Internet Eines,http://www.microsoft.cat,14.0.6106.5001,,,,fals,2 abril 2012 18:18:57,
Rebost:Mp3tag,Florian Heidenreich,Fitxer:Rebost mp3tag.png,"2,394,408",http://www.download.mp3tag.de/mp3tagv246asetup.exe,"1,728",Programari gratuït,Fitxer:Logo mp3tag.gif,Mp3tag,50,Windows,,,,2.4,Estable,"L''''Mp3tag''' és una eina potent i fàcil d'usar per editar metadades de formats d'àudio que treballa amb ID3v1, ID3v2.3, ID3v2.4, iTunes MP4, WMA, Vorbis i APE.

Podeu canviar el nom dels fitxers basant-se en la informació de l'etiqueta, reemplaçar caràcters o paraules en les etiquetes i noms de fitxer, importar/exportar informació d'etiquetes, crear llistes de reproducció i molt més.

L'Mp3tag permet cerques en línia…",Multimèdia,http://www.mp3tag.de,2.46a,,,,fals,8 març 2009 17:22:07,
Rebost:MusicTime Deluxe,GVox,,"6,277,721",http://%7B%7B%7BURL%20programa%7D%7D%7D,"17,611",Demostració comercial,,MusicTime Deluxe,463,Windows,,,,3.81,Estable,"Amb '''MusicTime Deluxe''', qualsevol persona pot compondre els seus propis ritmes i escoltar-los sobre la marxa, afegir-hi instruments i imprimir-ne la partitura. És un programa molt útil per a la creació musical, es pot connectar a dispositius externs i és realment senzill d'utilitzar. 

'''''Nota:''' Si, en engegar el programa després de fer-ne la instal·lació, aquest ens demana la font Anastacia, feu el següent: aneu al directori…",Educació/Ciència,http://www.gvox.com/,3.5,,,,verdader,18 març 2008 21:00:26,
Rebost:NG ERP/CRM,"Nexxia Soft, SL",Fitxer:NG 2011 Captura v2.png,"79,821,544",http://softcatala.nexxiasoft.com?url=http://www.nexxiasoft.com/web2/free-edition.html,633,Programari gratuït amb registre,Fitxer:SOFTCATALA NG 2011 v1.png,NG ERP/CRM,33,Windows,,,,3,Estable,"'''NG ERP/CRM''' és un programa per a la gestió integral de l’empresa que incorpora un ERP i un CRM en un sol entorn.

Es tracta d'una solució modulable que permet triar els components que s'utilitzaran segons les necessitats de cada empresa (p. ex. magatzem, producció, màrqueting, tresoreria, etc.)

Per tal de poder utilitzar l'aplicació gratuïtament cal registrar-se tot seguint les instruccions d'instal·lació.

Existeix una versió…",Empresarial,http://softcatala.nexxiasoft.com,2014.1 Free Edition,,,,fals,4 novembre 2010 20:25:25,
Rebost:Nemiver,"Dodji Seketeli, Jonathon Jongsma",Fitxer:Rebost-nemiver.png,"1,667,868",http://ftp.acc.umu.se/pub/GNOME/sources/nemiver/0.6/nemiver-0.6.4.tar.gz,176,Programari lliure (GPL),Fitxer:Nemiver.svg,Nemiver,47,Linux,,,Mida=Projectes/GNOME,2383,Estable,"El '''Nemiver''' és un depurador gràfic creat com a programa independent que s'integra molt bé en l'entorn d'escriptori GNOME. Actualment inclou un rerefons que utilitza el conegut depurador de GNU (gdb) per a depurar programes escrits en C o C++.

De fet, és més que no pas un simple depurador amb interfície gràfica. És una plataforma que es pot ampliar a través de connectors basats en…",Utilitats,http://projects.gnome.org/nemiver/,0.6.4,,,,fals,15 febrer 2009 17:00:28,
Rebost:Nightingale,Comunitat,Fitxer:Captura del Nightingale.png,"15,264,021,40,885,106,24,192,242","http://sourceforge.net/projects/ngale/files/1.12.0-Release/Nightingale_1.12-2432_windows-i686.exe/download,http://getnightingale.com/all-versions.php","1,029",Programari lliure,Fitxer:Nightingale.png,Nightingale,21,"Windows,Linux,OSX",,,,2095,Estable,"El '''Nightingale''' és un reproductor multimèdia lliure multiplataforma per a Windows, OSX i GNU/Linux. En el mateix reproductor s'hi integra un navegador d'Internet basat en la tecnologia de Mozilla.

Entre les característiques destaquen:Cerca i ordenament.Ús de múltiples formats a través del GStreamer:Àudio: AAC, FLAC, Fairplay, MP3, Ogg Vorbis, WMA i WMA DRM (només a Windows).Vídeo: MP4, M4V, MOV (aquests tres requereixen el Quicktime per…",Multimèdia,http://getnightingale.com/,1.12,,,,fals,6 març 2012 20:36:22,
Rebost:Notepad++,Don Ho,Fitxer:Notepad4ever.gif,"5,621,420",https://notepad-plus-plus.org/repository/6.x/6.8.1/npp.6.8.1.Installer.exe,214,GPL (Llicència Pública General),Fitxer:Npp.png,Notepad++,3,Windows,,Gratuït,,5,Estable,"El '''Notepad++''' és un editor de codi font lliure i un substitut de Notepad que suporta diversos llenguatges de programació. Funciona en entorn MS Windows i el seu ús està regulat per la llicència GPL.

Basat en el potent component d'edició Scintilla, Notepad++ està escrit en C++ i utilitza l'API Win32 i STL, el que assegura una velocitat més ràpida d'execució i una mida més petita…",Utilitats,http://www.notepad-plus-plus.org/,6.8.1,,,,fals,15 febrer 2014 21:41:44,
Rebost:ODStatistics,Walter Garcia-Fontes,Fitxer:ODStatistics.jpg,"1,532,470",http://sourceforge.net/projects/odstatistics/files/odstatistics-0.3.33.zip/download,"18,231",GPL v3,Fitxer:Logo ODStatistics.png,ODStatistics,81,"Windows,Linux,OSX",,,,2.84,Estable,"'''ODStatistics''' és un conjunt de macros programats dins de fulls de
càlcul de  Calc per realitzar diverses anàlisis de dades. El
seu objectiu és ser utilitzat a l'àmbit educatiu, i de moment inclou
diverses tècniques relacionades amb l'estadística descriptiva.

Per utilitzar la versió catalana simplement obriu el menú principal
('''odstats.ods''') i escolliu català a l'opció d'idioma.

'''Nota''': tots els fitxers que composen el paquet estadístic…",Educació/Ciència,http://odstatistics.sourceforge.net/,0.3.33,,,,fals,11 setembre 2009 05:45:07,
Rebost:OpenDocument Reader,Thomas Taschauer,Fitxer:Captura-odf-reader.png,"4,400,000",https://play.google.com/store/apps/details?id=at.tomtasche.reader,448,GPLv3,Fitxer:Odfreader-logo.jpg,OpenDocument Reader,2,Android,,Gratuït,,3,Estable,"L''''OpenDocument Reader''' és una petita aplicació que permet visualitzar documents en format OpenDocument (ODF).

Podeu visualtizar documents de text (.odt), fulls de càlcul (.ods) i  presentacions (.odp) en el format que utilitzen moltes aplicacions, com ara el LibreOffice o l'Apache OpenOffice. Es poden visualitzar els documents desats al dispositiu o a través de plataformes com GMail, Google Drive, Dropbox o Box.net, entre…",Ofimàtica,http://blog.tomtasche.at/p/openoffice-document-reader_9.html,2.12,,,verdader,fals,30 desembre 2013 10:35:10,
Rebost:OpenOffice.org,OpenOffice.org,Fitxer:OOo-2.0-Writter.png,,,"823,422",Programari lliure,Fitxer:OpenOffice.org.png,OpenOffice.org,"4,81",,,,,4166,,"L''''OpenOffice.org''' és un paquet ofimàtic lliure amb el qual podem crear documents dinàmics, analitzar  dades, dissenyar agradables presentacions, produir dibuixos espectaculars i moltes altres coses. Disponible en català i moltes altres llengües per a Windows, Linux i Mac. És compatible amb molts formats ofimàtics, entre els quals els del Microsoft Office. És utilitzat normalment tant en entorns domèstics com acadèmics i empresarials.

La versió en…",Ofimàtica,,,"L'antiga comunitat OpenOffice.org treballa avui en dia en el projecte [[Rebost:LibreOffice|LibreOffice]], que és un paquet ofimàtic de prestacions superiors totalment en català. Entre les millores del LibreOffice s'inclou una millor importació d'altres formats i centenars d'errors corregits. [[#Avís|Més informació...]]<br /><br />Si disposeu d'una versió antiga de l'OpenOffice.org, us recomanem desinstal·lar-la i instal·lar el [[Rebost:LibreOffice|LibreOffice]].",Obsolet,verdader,,18 març 2008 20:51:14,
Rebost:OpenSUSE,Projecte openSUSE,Fitxer:Rebost openSUSE.png,"4,100,000,000,4,300,000,000","http://suse.bifi.unizar.es/opensuse/distribution/13.1/iso/openSUSE-13.1-DVD-i586.iso,http://suse.bifi.unizar.es/opensuse/distribution/13.1/iso/openSUSE-13.1-DVD-x86_64.iso",776,Programari lliure,Fitxer:OpenSUSE-logo.svg,OpenSUSE,58,"Linux32,Linux64",,,,2.5,Estable,"L''''openSUSE''' és la distribució GNU/Linux resultat de l'adquisició per part de Novell de la distribució SUSE, i l'establiment d'una comunitat lliure de desenvolupament de la distribució, reanomenada d'aleshores ençà com a openSUSE. És una de les distribucions més populars de GNU/Linux. Inclou els escriptoris GNOME i KDE, completament traduïts al català, a més de milers de paquets de programari, els principals dels quals disponibles en català…",Sistemes operatius,http://www.opensuse.org/,13.1,,,,fals,28 desembre 2008 11:43:00,
Rebost:OpenShot,Jonathan Thomas,Fitxer:Rebost-OpenShot.png,"11,567,926",http://www.openshot.org/download/,593,Programari lliure,Fitxer:Logo OpenShot.png,OpenShot,52,Linux,,,,2615,Estable,"L''''OpenShot''' és un editor de vídeo no lineal que pot treballar amb diversos formats. Permet modificar vídeos o crear-ne de nous important imatges i fitxers de so. Inclou desenes de transicions, plantilles per a crear títols, possibilitat d'utilitzar un efecte croma i molt més.

Entre les seves característiques, destaquen:
Permet l'ús de molts formats de vídeo, àudio i formats d'imatge (basat en ffmpeg).Integració al GNOME…",Multimèdia,http://www.openshot.org/,1.2.2,,,,fals,12 gener 2010 20:38:31,
Rebost:OpenbravoPOS,Openbravo,Fitxer:Openbravopos.png,"15,575,154",http://sourceforge.net/project/showfiles.php?group_id,"1,884",GPL versió 3,,OpenbravoPOS,56,"Windows,Linux,OSX",,,,2089,Estable,"L'Openbravo POS és un programari de terminal de punt de venda dissenyat per pantalles tàctils i compatible amb impressores de tiquets, escànners de codis de barra, etc. 

Openbravo POS facilita la feina diària dels treballadors d’un comerç oferint les següents funcions:
Ajuda en la realització de cada vendaInventari de productesGeneració de tiquets de compraTancament de caixa diari

''Nota: Aquesta aplicació requereix Java i un motor de…",Empresarial,http://forge.openbravo.com/projects/openbravopos,2.20,,,,fals,5 abril 2009 14:09:07,
Rebost:Opera,Opera Software,,"33,727,472,55,872,543","http://ftp.opera.com/pub/opera/desktop/17.0.1241.53/win/Opera_17.0.1241.53_Setup.exe,http://ftp.opera.com/pub/opera/desktop/17.0.1241.53/mac/Opera_17.0.1241.53_Setup.dmg","1,113",Programari gratuït,Fitxer:Opera browser logo.png,Opera,5,"Windows,OSX",,0 €,,3.6,Estable,"L''''Opera''' és un navegador web gratuït que usa el motor de renderització Blink, el mateix que usa el Chrome

L'Opera permet navegació per pestanyes, escalat de la pàgina, gestos de ratolí i disposa d'un gestor de baixades integrat. Té funcions de seguretat contra la pesca electrònica i protecció de programari maliciós i permet instal·lar-hi extensions per augmentar les funcionalitats o personalitzar-ne el comportament.

'''També us pot…",Internet Navegadors,http://www.opera.com,17.0.1241.53,,,,fals,16 novembre 2013 21:28:48,
Rebost:Opera Mini,Opera Software ASA,Fitxer:Opera.jpg,"5,033,165","https://itunes.apple.com/app/opera-mini-web-browser/id363729560,https://play.google.com/store/apps/details?id=com.opera.mini.android&hl=ca",380,Programa comercial,Fitxer:OperaMini Logo.jpg,Opera Mini,15,"iOS,Android",1.5 o superior,Gratuït,,2.8,Estable,"L' '''Opera Mini''' ofereix una forma lleugera de navegar per Internet per a tota mena de telèfons mòbils —també aquells menys potents. A diferència d'altres navegadors, el contingut no es dibuixa en el propi mòbil sinó en servidors intermediaris.…",Internet Navegadors,http://www.opera.com/mobile,"7.0.5,7.5.1",,,,fals,2 gener 2013 11:30:51,
Rebost:OsmAnd,Victor Schreb i contribuïdors,Fitxer:120px-Android-osmand-routing.png,"37,068,672,22,068,672,67,068,672","https://play.google.com/store/apps/details?id=net.osmand,https://play.google.com/store/apps/details?id=net.osmand.plus,http://appworld.blackberry.com/webstore/content/129689/?countrycode=ES&lang=en,http://appworld.blackberry.com/webstore/content/129690/?countrycode=ES&lang=en,https://itunes.apple.com/us/app/id934850257",477,GPLv3,Fitxer:Osmand-logonou.png,OsmAnd,9,"Android,Mobile,iOS",Blackberry,Versió gratuïta i de pagament,Projectes/OsmAnd,3889,Estable,"L''''OsmAnd''' (OpenStreetMap Automated Navigation Directions) és una aplicació per Android, iOS i Blackberry completament lliure i que es basa en la base de dades oberta d'OpenStreetMap. Permet l'ús de mapes de vectors i de tessel·les tant en línia com fora de línia.

D'entre les seves característiques hi destaquen la cerca de punts d'interès, el càlcul i seguiment de rutes, l'ús dels modes a peu/bicicleta/cotxe, la creació…",Utilitats,http://osmand.net/,"2.0 Free,1.0.191 Free,1.0.191 Plus -5,99€-,1.0.23,2.0 Plus -7,19€-",,,,fals,10 novembre 2013 10:58:28,
Rebost:PDFCreator,Projecte PDFCreator,Fitxer:Rebost PDFCreator.png,"28,754,952",http://download.pdfforge.org/download/pdfcreator/PDFCreator-stable?download&download,"126,609",Programari lliure,Fitxer:Logo PDFforge.png,PDFCreator,554,Windows,,,,3188,Estable,"El '''PDFCreator''' és la manera més senzilla de crear els vostres PDF des de qualsevol programa, incloent-hi el Microsoft Office. Aquest programa s'instal·la una impressora virtual en Windows, i tots els documents que hi enviem seran convertits a PDF.

''Atenció: durant la instal·lació aquest programa ofereix instal·lar una barra de navegació que inclou publicitat. Us aconsellem desseleccionar-la durant la instal·lació.''…",Utilitats,http://download.pdfforge.org/download/pdfcreator/PDFCreator-stable?download,2.1,,,,fals,18 març 2008 20:59:55,
Rebost:PECES,I. De Marchi,Fitxer:Rebost PECES.png,"4,947,142","http://downloads.sourceforge.net/pecesjocdetangr/WPecesSetup-x86.exe?use_mirror,http://pecesjocdetangr.sourceforge.net/inicicat.htm,http://downloads.sourceforge.net/pecesjocdetangr/MPeces_5.0.dmg?use_mirror","4,127",Programari lliure (GPL/LGPL),,PECES,135,"Windows,Linux,OSX",,,,3474,Estable,"El programa '''PECES''' us permet jugar al tradicional Tangram, joc d'origen xinès. Consisteix en construir figures amb unes peces poligonals. El programa està disponible per a GNU/Linux, Windows, OSX OS, OS2 i per a Sugar.
El '''PECES''' us permet:Jugar al tangram amb 39 modalitats distintesCrear les vostres pròpies figuresElaborar més de 18.000 figures proposades pel programaConservar els vostres rècords personalsGenerar automàticament noves figures…",Jocs,http://pecesjocdetangr.sourceforge.net/,5.0,,,,fals,9 setembre 2008 17:57:38,
Rebost:Pans de Pagès,Jordi Nin Guerrero,Fitxer:Padepagescatala.PNG,"209,715","https://itunes.apple.com/app/pans-de-pages-catalalunya/id538565976?l=ca&mt=8,https://play.google.com/store/apps/details?id=forns.fornsIGP.projecte",339,Programa comercial,Fitxer:PansdePages Logo.jpg,Pans de Pagès,12,"iOS,Android",,Gratuït,,2667,Estable,"Amb aquesta aplicació podreu localitzar fàcilment qualsevol dels forns de pa amb IGP de '''Pa de Pagès Català'''. Podreu cercar els forns més pròxims a la vostra ubicació actual i trobar la ruta més ràpida per anar fins al forn que hagueu triat.

Que què és una IGP? Doncs una IGP o més ben dit Indicació Geogràfica Protegida correspon al nom d’un producte originari d’una zona…",Utilitats,http://www.padepagescatala.org/,"2,1.0",,,,fals,6 gener 2013 13:59:27,
